1,931,646,1
1,931,647,1
2,932,649,1
3,931,650,1
3,932,649,1
13,937,655,1
28,948,652,1
43,961,650,1
57,973,649,1
71,986,654,1
86,1000,655,1
102,1015,651,1
118,1023,659,1
135,1023,651,1
151,869,656,1
167,0,614,1
181,0,651,1
194,8,655,1
207,16,838,-1
224,17,658,-1
239,3,658,-1
253,0,656,-1
268,0,657,-1
282,269,659,-1
300,1023,661,-1
317,1023,658,-1
334,1009,663,-1
352,996,667,-1
369,982,663,-1
386,967,663,-1
402,955,657,-1
418,940,810,1
435,945,651,1
450,961,649,1
465,974,651,1
481,988,653,1
497,1005,652,1
514,1020,648,1
530,1023,665,1
546,1023,647,1
564,880,654,1
579,0,649,1
592,2,649,1
606,15,665,1
621,22,828,-1
636,24,656,-1
652,11,656,-1
667,0,657,-1
681,0,655,-1
697,268,663,-1
713,1023,661,-1
731,1023,660,-1
748,1015,657,-1
766,1000,656,-1
784,988,666,-1
800,970,656,-1
817,959,656,-1
834,945,829,1
849,949,649,1
865,965,656,1
880,978,651,1
897,992,657,1
912,1008,650,1
928,1023,654,1
945,1023,616,1
962,1023,648,1
978,0,652,1
992,0,656,1
1005,3,648,1
1020,18,652,1
1036,25,833,-1
1052,27,609,-1
1069,13,657,-1
1085,0,657,-1
1101,0,656,-1
1117,256,663,-1
1134,1023,659,-1
1154,1023,662,-1
1172,1012,657,-1
1190,998,659,-1
1208,984,664,-1
1226,968,663,-1
1244,956,831,1
1260,964,674,1
1276,978,649,1
1294,994,661,1
1310,1011,650,1
1328,1023,651,1
1345,1023,651,1
1363,866,652,1
1380,0,649,1
1394,0,652,1
1409,11,661,1
1425,26,649,1
1440,38,649,1
1456,48,839,-1
1472,50,659,-1
1489,32,657,-1
1506,18,656,-1
1522,3,658,-1
1538,0,655,-1
1554,262,655,-1
1571,1023,660,-1
1590,1023,660,-1
1608,1019,658,-1
1628,1003,654,-1
1646,989,663,-1
1664,973,833,1
1680,978,652,1
1697,994,660,1
1714,1011,652,1
1731,1023,653,1
1748,1023,649,1
1767,867,655,1
1783,0,599,1
1798,0,654,1
1812,11,659,1
1828,26,657,1
1844,38,649,1
1859,54,662,1
1874,64,832,-1
1892,65,662,-1
1908,52,659,-1
1925,35,664,-1
1941,20,659,-1
1958,6,660,-1
1974,0,659,-1
1989,0,660,-1
2004,268,660,-1
2023,1023,660,-1
2041,1023,657,-1
2060,1007,658,-1
2078,995,831,1
2096,1003,603,1
2113,1018,651,1
2130,1023,663,1
2148,1023,648,1
2166,866,654,1
2183,0,654,1
2197,5,650,1
2211,20,650,1
2228,32,650,1
2243,46,653,1
2258,63,656,1
2274,77,649,1
2290,85,835,-1
2307,86,658,-1
2323,70,658,-1
2339,57,659,-1
2357,42,662,-1
2373,26,659,-1
2390,11,657,-1
2406,0,658,-1
2422,0,655,-1
2438,280,660,-1
2455,1023,658,-1
2473,1023,659,-1
2493,1013,831,1
2510,1018,653,1
2528,1023,662,1
2545,1023,649,1
2564,871,652,1
2580,0,655,1
2594,6,650,1
2609,21,653,1
2625,34,652,1
2640,47,660,1
2656,65,652,1
2671,78,652,1
2688,93,617,1
2703,99,834,-1
2719,101,654,-1
2737,88,655,-1
2754,71,657,-1
2770,58,659,-1
2787,45,660,-1
2803,27,658,-1
2821,14,657,-1
2837,0,665,-1
2852,0,655,-1
2868,265,661,-1
2886,1023,658,-1
2905,1023,831,1
2922,1023,654,1
2939,883,649,1
2957,0,651,1
2971,0,651,1
2985,9,657,1
3000,24,606,1
3015,36,653,1
