11
-12339,952,805
-12321,957,740
-12305,964,789
-12288,970,803
-12272,976,813
-12255,983,804
-12238,990,886
-12355,947,811
-12339,952,805
-12321,957,740
-12305,964,789
-12288,970,803
-12272,976,813
-12255,983,804
-12238,990,886
-12355,947,811
-12339,952,805
-12321,957,740
-12305,964,789
-12288,970,803
-12272,976,813
-12255,983,804
-12238,990,80,117,1023
1,124,989
1,125,959
2,124,932
2,124,908
3,124,889
4,125,876
13,124,799
26,125,701
38,125,706
51,125,694
63,126,781
75,126,795
89,127,808
101,128,808
114,129,806
128,130,809
141,130,805
155,133,818
168,134,823
182,136,816
195,138,806
208,139,800
223,141,810
236,144,814
249,145,824
263,148,823
276,150,812
290,153,826
304,155,816
317,159,825
330,162,797
344,164,776
358,167,787
371,171,802
385,174,811
398,177,816
411,181,817
425,185,824
439,189,820
452,192,833
465,196,790
479,200,825
493,205,812
506,209,803
520,214,798
533,218,801
546,222,814
561,228,807
574,232,813
587,237,794
601,242,789
614,247,812
628,252,806
642,258,818
655,263,824
668,268,798
681,274,811
696,280,801
709,285,809
722,291,825
736,297,807
749,304,780
763,310,790
777,317,806
790,323,810
803,329,821
817,337,817
831,343,806
844,350,815
858,356,820
871,363,827
884,370,821
899,378,778
912,385,811
925,393,805
939,400,818
952,407,830
966,415,809
979,423,811
993,431,804
1006,439,813
1021,447,821
1036,456,793
1050,465,815
1064,474,805
1079,484,812
1094,493,793
1108,502,794
1123,512,824
1137,521,805
1152,532,789
1167,541,817
1181,551,829
1196,561,813
1210,571,828
1225,581,831
1240,591,810
1254,602,810
1268,612,808
1283,623,819
1298,633,808
1312,644,822
1327,654,795
1341,665,798
1356,675,803
1371,685,799
1385,696,807
1399,706,807
1414,717,807
1429,727,794
1443,738,819
1458,748,787
1472,759,806
1487,770,817
1502,780,816
1516,791,822
1530,802,831
1545,812,798
1560,824,783
1574,835,826
1589,847,829
1603,856,824
1617,868,807
1633,880,810
1647,891,717
1661,902,807
1676,913,807
1691,925,800
1705,938,797
1720,949,818
1734,961,788
1748,973,814
1764,986,817
1778,997,812
1793,1011,823
1808,1023,812
1824,1023,786
1840,1023,822
1855,927,820
1869,0,798
1882,0,806
1895,11,811
1908,23,786
1922,35,804
1935,47,807
1948,59,812
1963,72,802
1976,84,809
1989,96,788
2002,96,-1023
2019,123,-810
2034,137,-802
2050,149,-818
2065,162,-837
2080,173,-801
2097,186,-798
2112,196,-729
2127,206,-795
2143,217,-787
2159,226,-804
2174,234,-804
2190,243,-796
2205,251,-791
2222,259,-792
2237,266,-798
2252,273,-797
2268,280,-809
2283,285,-797
2299,291,-820
2315,296,-847
2330,301,-807
2345,306,-804
2362,310,-784
2377,313,-808
2393,317,-810
2408,319,-817
2424,322,-821
2440,324,-824
2455,326,-812
2470,327,-814
2487,328,-800
2502,328,-796
2518,328,-799
2533,328,-797
2548,327,-807
2565,327,-815
2580,326,-814
2595,325,-825
2611,323,-819
2627,322,-818
2642,319,-824
2658,318,-814
2673,316,-804
2690,312,-812
2705,310,-796
2720,308,-804
2736,305,-817
2752,302,-799
2767,299,-838
2783,296,-841
2798,292,-820
2813,289,-803
2830,285,-818
2845,281,-824
2861,277,-814
2876,273,-811
2892,268,-716
2908,264,-804
2923,260,-805
2938,255,-804
2955,250,-816
2970,245,-816
2985,240,-793
3001,235,-811
3017,230,-823
3033,224,-831
3048,219,-820
3063,213,-804
3079,207,-807
3095,200,-813
3110,194,-808
3126,189,-847
3141,182,-825
3158,175,-811
3173,167,-801
3188,161,-837
3204,154,-838
3220,146,-852
3235,140,-841
3251,132,-832
3266,124,-814
3281,116,-814
3298,109,-832
3313,101,-823
3329,93,-817
3343,86,-841
3358,78,-828
3373,71,-840
3387,63,-812
3401,54,-728
3417,46,-811
3431,38,-804
3445,29,-810
3460,21,-818
3474,13,-831
3489,3,-824
3503,0,-814
3516,0,-821
3529,0,-906
3543,357,-820
3559,1023,-818
3575,1023,-799
3592,1023,-844
3608,1018,-849
3625,1007,-846
3642,996,-809
3657,985,-820
3673,974,-823
3689,964,-804
3704,954,-837
3720,943,-827
3735,933,-812
3751,922,-803
3767,911,-810
3782,901,-836
3798,890,-834
3813,879,-828
3829,868,-815
3845,857,-826
3860,846,-843
3875,835,-819
3892,823,-796
3907,812,-839
3922,801,-853
3938,789,-834
3954,778,-820
3970,766,-822
3985,755,-816
4000,743,-847
4017,727,1023
4032,719,775
4046,709,773
4061,699,782
4075,689,779
4090,679,771
4105,670,802
4119,661,790
4133,653,789
4149,645,787
4163,636,791
4177,629,791
4192,622,785
4206,615,788
4221,609,781
4236,603,792
4250,598,786
4264,592,798
4279,587,811
4294,583,815
4308,579,789
4323,575,816
4337,571,812
4353,568,812
4367,566,812
4381,564,781
4396,562,795
4410,560,802
4425,559,807
4440,558,832
4454,557,807
4468,557,795
4484,557,788
4498,557,791
4512,557,794
4527,557,798
4541,558,800
4556,559,807
4571,560,804
4585,562,797
4599,563,708
4615,565,783
4629,566,795
4643,568,802
4658,570,807
4672,572,810
4687,575,823
4702,577,819
4716,580,803
4730,583,808
4745,586,818
4760,589,819
4774,593,825
4789,596,801
4803,599,800
4818,604,712
4833,607,784
4847,611,794
4861,615,798
4876,620,796
4891,624,798
4905,629,793
4920,633,798
4934,638,717
4950,643,801
4964,648,792
4978,653,802
4993,658,799
5007,664,798
5022,670,818
5037,675,819
5051,680,786
5065,686,796
5081,692,801
5095,698,798
5109,704,801
5124,710,805
5138,716,796
5153,722,802
5168,729,797
5182,735,806
5196,743,825
5211,749,787
5226,756,785
5240,762,808
5255,769,805
5269,776,825
5284,783,732
5299,791,823
5313,798,835
5327,805,820
5342,812,793
5357,820,782
5371,828,807
5386,835,806
5400,845,805
5415,852,718
5430,860,801
5444,868,811
5458,876,818
5473,885,806
5488,894,787
5502,903,803
5517,910,801
5531,920,815
5547,928,798
5561,938,796
5575,947,816
5590,956,808
5604,965,786
5619,974,820
5634,985,812
5648,993,752
5662,1003,842
5678,1016,830
5694,1023,800
5709,1023,790
5725,1023,816
5740,964,811
5755,0,807
5768,0,807
5780,0,806
5792,8,825
5805,16,806
5819,26,792
5832,36,805
5846,47,804
5859,57,806
5872,68,801
5886,78,831
5900,88,728
5913,98,792
5926,109,809
5941,120,818
5956,131,821
5970,144,846
5985,154,813
5999,166,790
6014,178,813
6029,176,-1023
6045,202,-795
6061,214,-788
6076,225,-804
6092,235,-812
6108,245,-795
6123,255,-793
6138,264,-798
6155,274,-793
6170,282,-796
6185,290,-822
6201,297,-839
6217,305,-804
6233,311,-810
6248,318,-816
6263,324,-801
6280,330,-817
6295,336,-810
6310,341,-784
6326,345,-817
6341,349,-833
6358,352,-814
6373,355,-812
6388,358,-826
6404,361,-814
6420,362,-808
6435,364,-820
6451,365,-813
6466,366,-816
6482,366,-805
6498,366,-800
6513,366,-801
6529,366,-808
6545,365,-817
6560,364,-814
6576,363,-819
6591,362,-816
6606,360,-824
6623,358,-835
6638,356,-830
6653,354,-829
6669,352,-848
6685,349,-813
6701,346,-825
6716,343,-806
6731,341,-812
6748,337,-815
6763,334,-805
6778,331,-828
6794,328,-809
6809,324,-821
6825,319,-816
6841,316,-805
6856,311,-812
6872,308,-799
6888,304,-760
6903,299,-835
6919,295,-842
6934,290,-819
6950,285,-822
6966,280,-827
6981,275,-806
6996,270,-803
7013,265,-804
7028,259,-809
7044,254,-817
7059,248,-820
7074,242,-800
7091,236,-715
7106,230,-816
7121,224,-825
7137,218,-807
7153,211,-809
7169,204,-814
7184,197,-746
7199,190,-813
7216,183,-807
7231,176,-808
7246,168,-805
7262,161,-832
7278,153,-845
7293,145,-847
7309,137,-838
7324,129,-827
7340,121,-817
7356,113,-822
7371,105,-837
7387,96,-801
7401,89,-800
7416,81,-837
7431,72,-835
7445,65,-823
7459,56,-808
7474,47,-812
7489,38,-824
7503,30,-825
7518,21,-723
7532,13,-832
7547,3,-821
7561,0,-812
7574,0,-823
7587,333,-809
7603,504,-823
7619,1023,-817
7635,1023,-813
7652,1023,-840
7668,1014,-847
7686,1002,-829
7702,991,-821
7717,979,-835
7733,969,-828
7749,958,-808
7764,947,-836
7780,937,-847
7795,926,-767
7812,914,-809
7827,905,-836
7842,893,-816
7858,882,-837
7873,871,-821
7889,859,-816
7905,848,-816
7920,836,-834
7936,826,-800
7952,814,-842
7967,802,-860
7983,791,-829
7998,779,-824
8014,767,-833
8030,751,1023
8045,744,803
8059,733,783
8074,723,775
8089,714,701
8103,704,792
8118,694,771
8132,686,775
8147,678,796
8162,670,806
8176,662,792
8190,654,793
8205,648,804
8220,641,794
8235,634,791
8249,628,802
8263,622,785
8279,618,790
8293,613,783
8307,608,781
8322,605,787
8336,600,793
8351,597,788
8366,594,790
8380,591,802
8394,589,809
8410,588,826
8424,586,820
8438,585,816
8453,584,808
8467,584,800
8482,584,797
8497,584,802
8511,584,799
8525,584,795
8540,585,813
8555,586,811
8569,588,819
8584,589,816
8598,591,817
8613,593,804
8628,596,803
8642,598,796
8656,600,804
8671,603,822
8686,606,785
8700,609,782
8715,612,794
8729,615,789
8744,618,796
8759,622,795
8773,625,793
8787,629,808
8802,633,805
8817,637,717
8832,642,806
8846,646,796
8860,650,802
8876,655,809
8890,659,806
8904,665,806
8919,670,827
8933,675,824
8948,680,731
8963,685,790
8977,690,797
8991,695,794
9006,701,804
9021,707,809
9035,713,715
9050,718,789
9064,724,819
9079,730,795
9094,736,822
9108,743,836
9122,749,784
9137,755,784
9152,761,808
9166,768,803
9181,775,807
9195,782,808
9210,789,811
9225,796,824
9239,803,824
9253,810,821
9268,817,804
9283,825,793
9297,832,808
9312,840,798
9326,848,807
9341,856,813
9356,863,808
9370,871,806
9384,879,831
9399,887,804
9414,896,796
9428,905,805
9443,913,815
9457,921,811
9472,930,807
9487,939,793
9501,948,826
9516,957,763
9530,966,794
9545,976,805
9560,985,810
9574,995,732
9588,1005,813
9604,1016,835
9620,1023,795
9635,1023,789
9651,1023,808
9666,917,809
9681,0,801
9694,0,801
9706,0,822
9718,7,832
9731,15,814
9745,25,803
9758,35,807
9772,46,809
9785,56,803
9798,66,796
9812,76,822
9826,86,827
9839,96,794
9852,106,808
9867,117,813
9882,129,811
9896,141,830
9911,152,817
9925,163,720
9940,175,803
9955,186,810
9969,197,803
9984,209,813
9998,221,827
10013,232,815
10029,244,807
10044,244,-1023
10061,270,-792
10079,283,-807
10095,296,-829
10112,308,-788
10128,319,-819
10145,329,-803
10162,340,-787
10178,350,-808
10194,359,-813
10212,368,-830
10228,376,-825
10245,384,-805
10261,391,-797
10278,399,-799
10295,405,-803
10311,410,-720
10328,417,-805
10345,421,-800
10361,425,-794
10378,429,-795
10394,433,-790
10412,436,-804
10428,439,-802
10444,441,-804
10461,443,-801
10478,444,-804
10494,445,-817
10511,445,-808
10527,445,-805
10545,445,-808
10561,445,-811
10577,445,-800
10594,444,-805
10611,443,-811
10628,441,-802
10644,439,-808
10660,437,-814
10678,435,-799
10694,433,-796
10711,431,-803
10727,427,-803
10744,424,-806
10761,421,-808
10777,418,-816
10793,414,-802
10811,410,-788
10827,406,-807
10844,403,-826
10860,398,-807
10877,394,-808
10894,389,-804
10910,385,-799
10927,380,-796
10944,375,-830
10960,370,-838
10977,365,-828
10993,359,-831
11011,353,-832
11027,348,-821
11043,341,-810
11060,335,-810
11077,328,-815
11094,323,-818
11110,317,-809
11126,310,-802
11144,303,-759
11160,296,-857
11176,289,-830
11193,283,-836
11210,276,-811
11227,268,-727
11243,261,-809
11259,254,-811
11277,246,-833
11293,238,-797
11310,231,-830
11326,223,-819
11343,215,-813
11360,206,-809
11376,198,-812
11393,189,-836
11410,180,-824
11426,171,-800
11443,162,-807
11459,153,-844
11476,144,-850
11493,134,-829
11509,124,-827
11526,115,-812
11543,105,-839
11559,95,-822
11575,86,-845
11590,77,-818
11607,66,-837
11622,57,-809
11637,47,-807
11653,37,-816
11668,26,-816
11684,16,-829
11700,6,-830
11714,0,-816
11728,0,-824
11744,337,-814
11760,540,-839
11777,1023,-803
11794,1023,-842
11812,1017,-854
11830,1004,-828
11847,992,-815
11864,979,-829
11881,967,-813
11897,956,-838
11914,943,-830
11930,931,-821
11948,919,-819
11964,906,-825
11980,894,-807
11997,882,-829
12014,870,-819
