1,218,538,1
1,218,539,1
2,218,537,1
3,218,537,1
3,218,538,1
13,221,546,1
28,224,550,1
43,231,546,1
57,237,540,1
71,239,539,1
86,242,545,1
101,245,656,-1
117,242,547,-1
134,237,550,-1
150,232,547,-1
167,229,546,-1
184,222,549,-1
200,216,541,-1
217,213,655,1
233,218,540,1
248,222,549,1
264,229,546,1
279,236,540,1
295,240,538,1
311,242,546,1
326,246,659,-1
343,243,546,-1
360,238,548,-1
376,234,547,-1
393,229,547,-1
409,223,548,-1
427,216,653,1
442,220,547,1
457,225,543,1
473,233,562,1
489,238,538,1
504,241,542,1
520,245,545,1
535,249,657,-1
551,245,547,-1
569,242,513,-1
585,237,548,-1
602,232,546,-1
618,228,548,-1
635,222,549,-1
652,215,654,1
667,219,539,1
683,224,547,1
699,232,560,1
714,238,538,1
730,241,544,1
745,244,539,1
761,248,658,-1
778,245,548,-1
794,241,545,-1
811,236,549,-1
828,232,550,-1
844,228,544,-1
861,221,546,-1
877,215,655,1
893,219,541,1
909,224,547,1
924,232,557,1
940,238,539,1
956,240,532,1
971,244,543,1
987,248,657,-1
1003,245,547,-1
1021,241,544,-1
1039,235,546,-1
1056,231,543,-1
1074,226,546,-1
1092,218,654,1
1108,222,549,1
1125,228,543,1
1141,236,541,1
1159,240,538,1
1175,243,546,1
1191,247,540,1
1208,252,656,-1
1226,247,545,-1
1244,243,544,-1
1261,238,550,-1
1278,233,545,-1
1297,229,546,-1
1314,222,652,1
1331,225,543,1
1347,234,558,1
1364,239,541,1
1381,242,545,1
1397,246,546,1
1414,251,540,1
1431,254,659,-1
1448,248,546,-1
1466,243,548,-1
1483,239,547,-1
1502,234,548,-1
1519,230,547,-1
1537,224,652,1
1554,230,545,1
1570,237,539,1
1587,241,542,1
1603,245,542,1
1620,250,544,1
1637,254,541,1
1653,256,657,-1
1671,248,547,-1
1689,244,545,-1
1707,239,546,-1
1724,234,548,-1
1741,230,549,-1
1760,225,653,1
1776,232,556,1
1793,238,539,1
1809,242,544,1
1826,246,540,1
1843,251,545,1
1859,254,543,1
1875,256,659,-1
1894,248,545,-1
1911,244,544,-1
1929,240,544,-1
1946,234,548,-1
1965,230,550,-1
1982,225,653,1
1998,232,557,1
2015,238,539,1
2032,242,544,1
2049,246,541,1
2065,251,543,1
2081,254,542,1
2099,256,657,-1
2116,248,545,-1
2134,244,545,-1
2152,240,544,-1
2169,234,547,-1
2187,230,549,-1
2204,226,654,1
2222,232,561,1
2238,238,539,1
2254,242,543,1
2271,246,542,1
2288,251,544,1
2305,254,657,-1
2322,248,547,-1
2339,244,545,-1
2358,239,547,-1
2375,234,545,-1
2393,230,547,-1
2410,225,653,1
2427,231,546,1
2444,238,541,1
2460,242,543,1
2477,245,540,1
2494,250,540,1
2510,254,539,1
2527,257,657,-1
2544,248,545,-1
2563,244,544,-1
2580,240,545,-1
2597,234,548,-1
2615,231,546,-1
2633,226,653,1
2650,232,558,1
2666,238,541,1
2682,242,543,1
2700,246,541,1
2716,251,545,1
2733,254,540,1
2749,257,652,-1
2767,248,545,-1
2785,244,546,-1
2802,240,546,-1
2821,235,545,-1
2838,231,546,-1
2855,227,653,1
2872,233,556,1
2889,239,541,1
2906,243,551,1
2922,246,543,1
2938,251,545,1
2956,255,656,-1
2973,248,545,-1
2991,244,545,-1
3008,239,546,-1
