9699,-1
12861,340,701,-1
12880,9,464,695,-1
12768,443,697,-1
12786,422,645,-1
12806,404,701,-1
12824,381,700,-1
12843,361,699,-1
12861,340,701,-1
12880,0,311,711,1
1,311,684,1
1,311,683,1
2,312,681,1
3,312,682,1
3,312,682,1
13,318,684,1
28,332,690,1
43,350,692,1
57,365,692,1
71,383,642,1
86,398,687,1
101,417,689,1
116,436,694,1
132,455,689,1
147,473,690,1
163,492,696,1
179,511,691,1
194,532,709,1
209,545,903,-1
227,540,693,-1
243,523,695,-1
260,502,701,-1
276,486,701,-1
293,465,695,-1
310,447,697,-1
326,428,697,-1
343,412,696,-1
360,393,701,-1
376,375,700,-1
393,356,697,-1
409,339,702,-1
427,314,897,1
442,325,688,1
457,343,690,1
473,362,689,1
489,381,694,1
504,398,687,1
520,418,655,1
535,437,694,1
550,455,690,1
567,473,690,1
582,492,691,1
598,510,690,1
613,530,650,1
629,544,903,-1
646,539,692,-1
662,523,694,-1
678,503,700,-1
696,487,699,-1
712,465,697,-1
729,448,697,-1
745,428,699,-1
762,412,699,-1
779,394,701,-1
795,375,698,-1
812,357,697,-1
829,340,700,-1
845,315,900,1
861,325,692,1
876,344,689,1
892,362,689,1
908,381,693,1
923,398,687,1
939,418,632,1
955,437,689,1
970,456,687,1
986,474,692,1
1001,493,694,1
1017,512,690,1
1035,534,694,1
1051,548,901,-1
1069,539,694,-1
1087,521,696,-1
1104,500,700,-1
1122,482,703,-1
1139,460,699,-1
1158,441,699,-1
1175,421,639,-1
1192,404,700,-1
1210,383,703,-1
1228,365,700,-1
1246,345,698,-1
1263,321,897,1
1280,332,689,1
1297,352,687,1
1313,371,697,1
1330,392,690,1
1346,411,702,1
1363,433,690,1
1380,453,693,1
1396,472,688,1
1413,492,687,1
1430,511,689,1
1446,533,702,1
1463,550,689,1
1479,568,796,-1
1498,565,697,-1
1515,544,696,-1
1532,526,694,-1
1550,506,700,-1
1568,487,702,-1
1586,466,697,-1
1603,446,697,-1
1622,426,696,-1
1639,410,695,-1
1656,388,700,-1
1674,370,697,-1
1692,345,897,1
1709,356,687,1
1725,376,696,1
1741,395,689,1
1759,415,691,1
1775,436,692,1
1792,456,688,1
1808,475,690,1
1825,496,700,1
1842,515,690,1
1858,536,690,1
1874,554,691,1
1892,576,697,1
1908,591,900,-1
1926,584,696,-1
1943,565,700,-1
1961,544,696,-1
1979,526,695,-1
1996,506,700,-1
2014,488,703,-1
2032,466,698,-1
2050,447,700,-1
2067,427,694,-1
2085,410,695,-1
2103,389,700,-1
2120,365,895,1
2137,382,691,1
2154,400,691,1
2170,421,688,1
2187,441,691,1
2203,461,685,1
2221,479,689,1
2237,501,692,1
2253,519,693,1
2270,540,687,1
2287,558,691,1
2304,579,689,1
2320,598,702,1
2336,616,901,-1
2355,613,700,-1
2372,596,696,-1
2390,576,696,-1
2407,558,702,-1
2425,536,694,-1
2443,519,696,-1
2460,498,643,-1
2478,481,701,-1
2496,459,695,-1
2513,439,698,-1
2531,421,642,-1
2548,400,874,1
2566,411,691,1
2582,432,692,1
2598,454,693,1
2615,472,691,1
2632,493,693,1
2649,512,689,1
2665,533,697,1
2681,550,694,1
2699,571,632,1
2715,589,688,1
2732,610,694,1
2748,628,690,1
2765,646,899,-1
2783,644,697,-1
2800,625,700,-1
2819,606,698,-1
2836,585,700,-1
2853,567,701,-1
2871,547,706,-1
2889,528,696,-1
2907,509,697,-1
2924,490,703,-1
2941,470,703,-1
2960,451,698,-1
2977,426,901,1
2994,437,688,1
3010,459,654,1
