0,789,989,1
1,788,943,1
1,788,916,1
2,789,875,1
3,789,836,1
3,789,813,1
13,796,694,1
28,807,688,1
43,822,688,1
57,834,685,1
71,847,695,1
86,862,676,1
101,876,713,1
116,892,683,1
132,905,674,1
147,918,691,1
163,935,697,1
179,950,706,1
194,965,702,1
209,979,885,-1
227,973,683,-1
243,961,690,-1
260,946,697,-1
276,931,687,-1
293,917,702,-1
310,900,697,-1
326,885,687,-1
343,869,694,-1
360,857,688,-1
376,844,692,-1
393,827,686,-1
409,812,687,-1
427,796,885,1
442,801,688,1
457,815,684,1
473,831,675,1
489,844,692,1
504,861,677,1
520,876,707,1
535,892,680,1
550,905,670,1
567,920,693,1
582,936,693,1
598,951,712,1
613,968,683,1
629,983,887,-1
646,973,684,-1
662,960,686,-1
678,945,692,-1
696,931,692,-1
712,916,699,-1
729,900,700,-1
745,885,685,-1
762,870,688,-1
779,857,685,-1
795,845,691,-1
812,828,685,-1
829,814,687,-1
845,797,879,1
861,802,689,1
876,816,681,1
892,832,678,1
908,846,687,1
923,862,678,1
939,877,709,1
955,894,677,1
970,907,682,1
986,921,691,1
1001,937,683,1
1017,955,704,1
1035,971,674,1
1051,987,885,-1
1069,974,688,-1
1087,960,687,-1
1104,943,697,-1
1122,928,706,-1
1139,912,709,-1
1158,896,698,-1
1175,882,684,-1
1192,864,685,-1
1210,851,695,-1
1228,834,694,-1
1246,819,686,-1
1263,802,873,1
1280,807,678,1
1297,823,683,1
1313,838,687,1
1330,856,686,1
1346,871,701,1
1363,887,694,1
1380,902,668,1
1396,917,688,1
1413,936,686,1
1430,951,707,1
1446,969,677,1
1463,984,681,1
1479,1003,886,-1
1499,996,693,-1
1516,979,710,-1
1533,963,684,-1
1551,948,691,-1
1569,931,683,-1
1587,918,700,-1
1604,900,695,-1
1623,885,682,-1
1640,869,694,-1
1657,856,688,-1
1675,841,693,-1
1693,823,872,1
1710,829,667,1
1726,841,688,1
1742,860,619,1
1760,875,690,1
1776,892,679,1
1793,906,674,1
1809,922,686,1
1826,939,689,1
1843,957,703,1
1859,972,673,1
1875,986,686,1
1893,1005,682,1
1910,1023,877,-1
1929,1011,699,-1
1947,995,698,-1
1966,978,706,-1
1983,962,694,-1
2000,947,692,-1
2019,931,684,-1
2036,916,701,-1
2054,899,696,-1
2071,885,683,-1
2089,869,692,-1
2107,856,686,-1
2124,841,878,1
2141,845,684,1
2158,862,674,1
2174,877,700,1
2191,895,676,1
2207,909,683,1
2225,925,686,1
2241,942,696,1
2257,958,699,1
2274,974,677,1
2291,990,687,1
2308,1007,680,1
2325,1023,872,-1
2343,1013,690,-1
2363,997,695,-1
2380,980,701,-1
2398,965,682,-1
2415,950,690,-1
2434,934,632,-1
2451,920,694,-1
2468,902,688,-1
2487,887,687,-1
2504,871,685,-1
2522,858,681,-1
2539,845,878,1
2556,852,686,1
2573,869,692,1
2589,884,685,1
2606,900,673,1
2623,913,705,1
2639,932,686,1
2656,948,699,1
2672,965,688,1
2690,980,697,1
2706,996,686,1
2722,1014,692,1
2740,1023,872,-1
2759,1023,684,-1
2778,1006,664,-1
2796,992,697,-1
2813,973,685,-1
2832,959,685,-1
2849,943,696,-1
2867,929,691,-1
2885,914,712,-1
2903,896,691,-1
2920,882,681,-1
2937,866,693,-1
2956,854,880,1
2972,861,670,1
2989,875,692,1
3005,892,680,1
