24,92
24,94
24,96
24,97
24,99
24,100
24,102
24,104
25,100
24,107
25,103
25,105
25,106
25,108
25,76
26,72
26,74
26,75
26,77
26,78
26,79
26,81
26,82
26,84
26,85
26,86
26,88
26,89
26,91
26,92
26,93
26,95
26,96
26,98
26,99
27,95
26,102
27,98
27,99
26,106
27,102
27,103
27,105
28,101
28,102
28,103
28,104
28,106
28,107
28,108
28,109
28,110
28,112
28,113
27,119
28,115
28,117
28,118
28,119
28,120
28,121
28,123
28,124
28,125
29,121
29,122
29,123
29,124
29,125
29,127
29,128
29,128
29,128
30,126
29,128
30,128
30,128
30,128
30,128
30,128
30,128
30,128
30,128
30,128
30,128
31,128
31,128
31,128
31,128
31,128
31,128
31,128
31,128
32,128
32,128
32,128
32,128
32,128
32,128
32,128
32,128
32,128
33,128
33,128
33,128
33,128
33,128
33,128
33,128
33,128
33,128
33,128
34,128
34,128
34,128
34,128
34,128
34,128
34,128
34,128
34,128
35,128
35,128
35,128
35,128
34,128
35,128
35,128
35,128
35,128
36,128
35,128
36,128
36,128
36,128
36,128
36,128
36,128
36,128
36,128
36,128
36,128
36,128
37,128
37,128
37,128
37,128
37,128
37,128
37,128
37,128
38,128
37,128
37,128
37,128
38,128
38,128
38,128
38,128
38,128
38,128
39,128
38,128
38,128
39,128
38,128
39,128
39,128
39,128
39,128
39,128
39,128
39,128
39,128
39,128
39,128
39,128
40,0
40,0
39,128
39,128
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
40,0
39,128
40,0
39,128
39,128
39,128
39,128
39,128
40,0
39,128
39,128
39,128
39,128
39,128
40,0
39,128
39,128
40,0
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
39,128
39,128
40,0
40,0
40,0
39,128
39,128
40,0
39,128
39,128
40,0
40,0
39,128
40,0
39,128
40,0
39,128
40,0
40,0
39,128
40,0
40,0
39,128
40,0
40,0
40,0
40,0
40,0
39,128
40,0
40,0
39,128
40,0
39,128
40,0
39,128
40,0
40,0
39,128
40,0
39,128
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
39,128
40,0
40,0
39,128
40,0
39,128
40,0
39,128
39,128
40,0
39,128
39,128
40,0
40,0
40,0
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
39,128
39,128
40,0
39,128
39,128
39,128
40,0
39,128
39,128
39,128
40,0
39,128
39,128
40,0
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
39,128
40,0
39,128
39,128
40,0
39,128
39,128
40,0
39,128
40,0
40,0
39,128
40,0
39,128
39,128
40,0
39,128
39,128
40,0
40,0
40,0
39,128
39,128
39,128
40,0
40,0
40,0
39,128
40,0
40,0
40,0
39,128
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
39,128
40,0
40,0
39,128
40,0
39,128
40,0
39,128
40,0
39,128
40,0
39,128
40,0
40,0
39,128
39,128
39,128
39,128
39,128
39,128
40,0
40,0
39,128
39,128
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
39,128
40,0
39,128
40,0
39,128
39,128
39,128
39,128
